person74	hasAge	v1
v39	lessThan	v40
v39	lessThan	v41
v39	lessThan	v42
v39	lessThan	v43
v39	lessThan	v44
v39	lessThan	v45
v39	lessThan	v46
v39	lessThan	v47
v39	lessThan	v48
v39	lessThan	v49
v39	lessThan	v50
v39	lessThan	v51
v39	lessThan	v52
v39	lessThan	v53
v39	lessThan	v54
v39	lessThan	v55
v39	lessThan	v56
v39	lessThan	v57
v39	lessThan	v58
v39	lessThan	v59
v39	lessThan	v60
v39	lessThan	v61
v39	lessThan	v62
v39	lessThan	v63
v39	lessThan	v64
v39	lessThan	v65
v39	lessThan	v66
v39	lessThan	v67
v39	lessThan	v68
v39	lessThan	v69
v39	lessThan	v70
v39	lessThan	v71
v39	lessThan	v72
v39	lessThan	v73
v39	lessThan	v74
v39	lessThan	v75
v39	lessThan	v76
v39	lessThan	v77
v39	lessThan	v78
v39	lessThan	v79
v39	lessThan	v80
v39	lessThan	v81
v39	lessThan	v82
v39	lessThan	v83
v39	lessThan	v84
v39	lessThan	v85
v39	lessThan	v86
v39	lessThan	v87
v39	lessThan	v88
v39	lessThan	v89
v39	lessThan	v90
v39	lessThan	v91
v39	lessThan	v92
v39	lessThan	v93
v39	lessThan	v94
v39	lessThan	v95
v39	lessThan	v96
v39	lessThan	v97
v39	lessThan	v98
v39	lessThan	v99
v39	lessThan	v100
v40	lessThan	v41
v40	lessThan	v42
v40	lessThan	v43
v40	lessThan	v44
v40	lessThan	v45
v40	lessThan	v46
v40	lessThan	v47
v40	lessThan	v48
v40	lessThan	v49
v40	lessThan	v50
v40	lessThan	v51
v40	lessThan	v52
v40	lessThan	v53
v40	lessThan	v54
v40	lessThan	v55
v40	lessThan	v56
v40	lessThan	v57
v40	lessThan	v58
v40	lessThan	v59
v40	lessThan	v60
v40	lessThan	v61
v40	lessThan	v62
v40	lessThan	v63
v40	lessThan	v64
v40	lessThan	v65
v40	lessThan	v66
v40	lessThan	v67
v40	lessThan	v68
v40	lessThan	v69
v40	lessThan	v70
v40	lessThan	v71
v40	lessThan	v72
v40	lessThan	v73
v40	lessThan	v74
v40	lessThan	v75
v40	lessThan	v76
v40	lessThan	v77
v40	lessThan	v78
v40	lessThan	v79
v40	lessThan	v80
v40	lessThan	v81
v40	lessThan	v82
v40	lessThan	v83
v40	lessThan	v84
v40	lessThan	v85
v40	lessThan	v86
v40	lessThan	v87
v40	lessThan	v88
v40	lessThan	v89
v40	lessThan	v90
v40	lessThan	v91
v40	lessThan	v92
v40	lessThan	v93
v40	lessThan	v94
v40	lessThan	v95
v40	lessThan	v96
v40	lessThan	v97
v40	lessThan	v98
v40	lessThan	v99
v40	lessThan	v100
v41	lessThan	v42
v41	lessThan	v43
v41	lessThan	v44
v41	lessThan	v45
v41	lessThan	v46
v41	lessThan	v47
v41	lessThan	v48
v41	lessThan	v49
v41	lessThan	v50
v41	lessThan	v51
v41	lessThan	v52
v41	lessThan	v53
v41	lessThan	v54
v41	lessThan	v55
v41	lessThan	v56
v41	lessThan	v57
v41	lessThan	v58
v41	lessThan	v59
v41	lessThan	v60
v41	lessThan	v61
v41	lessThan	v62
v41	lessThan	v63
v41	lessThan	v64
v41	lessThan	v65
v41	lessThan	v66
v41	lessThan	v67
v41	lessThan	v68
v41	lessThan	v69
v41	lessThan	v70
v41	lessThan	v71
v41	lessThan	v72
v41	lessThan	v73
v41	lessThan	v74
v41	lessThan	v75
v41	lessThan	v76
v41	lessThan	v77
v41	lessThan	v78
v41	lessThan	v79
v41	lessThan	v80
v41	lessThan	v81
v41	lessThan	v82
v41	lessThan	v83
v41	lessThan	v84
v41	lessThan	v85
v41	lessThan	v86
v41	lessThan	v87
v41	lessThan	v88
v41	lessThan	v89
v41	lessThan	v90
v41	lessThan	v91
v41	lessThan	v92
v41	lessThan	v93
v41	lessThan	v94
v41	lessThan	v95
v41	lessThan	v96
v41	lessThan	v97
v41	lessThan	v98
v41	lessThan	v99
v41	lessThan	v100
person20	hasAge	v42
v42	lessThan	v43
v42	lessThan	v44
v42	lessThan	v45
v42	lessThan	v46
v42	lessThan	v47
v42	lessThan	v48
v42	lessThan	v49
v42	lessThan	v50
v42	lessThan	v51
v42	lessThan	v52
v42	lessThan	v53
v42	lessThan	v54
v42	lessThan	v55
v42	lessThan	v56
v42	lessThan	v57
v42	lessThan	v58
v42	lessThan	v59
v42	lessThan	v60
v42	lessThan	v61
v42	lessThan	v62
v42	lessThan	v63
v42	lessThan	v64
v42	lessThan	v65
v42	lessThan	v66
v42	lessThan	v67
v42	lessThan	v68
v42	lessThan	v69
v42	lessThan	v70
v42	lessThan	v71
v42	lessThan	v72
v42	lessThan	v73
v42	lessThan	v74
v42	lessThan	v75
v42	lessThan	v76
v42	lessThan	v77
v42	lessThan	v78
v42	lessThan	v79
v42	lessThan	v80
v42	lessThan	v81
v42	lessThan	v82
v42	lessThan	v83
v42	lessThan	v84
v42	lessThan	v85
v42	lessThan	v86
v42	lessThan	v87
v42	lessThan	v88
v42	lessThan	v89
v42	lessThan	v90
v42	lessThan	v91
v42	lessThan	v92
v42	lessThan	v93
v42	lessThan	v94
v42	lessThan	v95
v42	lessThan	v96
v42	lessThan	v97
v42	lessThan	v98
v42	lessThan	v99
v42	lessThan	v100
person22	hasAge	v43
v43	lessThan	v44
v43	lessThan	v45
v43	lessThan	v46
v43	lessThan	v47
v43	lessThan	v48
v43	lessThan	v49
v43	lessThan	v50
v43	lessThan	v51
v43	lessThan	v52
v43	lessThan	v53
v43	lessThan	v54
v43	lessThan	v55
v43	lessThan	v56
v43	lessThan	v57
v43	lessThan	v58
v43	lessThan	v59
v43	lessThan	v60
v43	lessThan	v61
v43	lessThan	v62
v43	lessThan	v63
v43	lessThan	v64
v43	lessThan	v65
v43	lessThan	v66
v43	lessThan	v67
v43	lessThan	v68
v43	lessThan	v69
v43	lessThan	v70
v43	lessThan	v71
v43	lessThan	v72
v43	lessThan	v73
v43	lessThan	v74
v43	lessThan	v75
v43	lessThan	v76
v43	lessThan	v77
v43	lessThan	v78
v43	lessThan	v79
v43	lessThan	v80
v43	lessThan	v81
v43	lessThan	v82
v43	lessThan	v83
v43	lessThan	v84
v43	lessThan	v85
v43	lessThan	v86
v43	lessThan	v87
v43	lessThan	v88
v43	lessThan	v89
v43	lessThan	v90
v43	lessThan	v91
v43	lessThan	v92
v43	lessThan	v93
v43	lessThan	v94
v43	lessThan	v95
v43	lessThan	v96
v43	lessThan	v97
v43	lessThan	v98
v43	lessThan	v99
v43	lessThan	v100
v44	lessThan	v45
v44	lessThan	v46
v44	lessThan	v47
v44	lessThan	v48
v44	lessThan	v49
v44	lessThan	v50
v44	lessThan	v51
v44	lessThan	v52
v44	lessThan	v53
v44	lessThan	v54
v44	lessThan	v55
v44	lessThan	v56
v44	lessThan	v57
v44	lessThan	v58
v44	lessThan	v59
v44	lessThan	v60
v44	lessThan	v61
v44	lessThan	v62
v44	lessThan	v63
v44	lessThan	v64
v44	lessThan	v65
v44	lessThan	v66
v44	lessThan	v67
v44	lessThan	v68
v44	lessThan	v69
v44	lessThan	v70
v44	lessThan	v71
v44	lessThan	v72
v44	lessThan	v73
v44	lessThan	v74
v44	lessThan	v75
v44	lessThan	v76
v44	lessThan	v77
v44	lessThan	v78
v44	lessThan	v79
v44	lessThan	v80
v44	lessThan	v81
v44	lessThan	v82
v44	lessThan	v83
v44	lessThan	v84
v44	lessThan	v85
v44	lessThan	v86
v44	lessThan	v87
v44	lessThan	v88
v44	lessThan	v89
v44	lessThan	v90
v44	lessThan	v91
v44	lessThan	v92
v44	lessThan	v93
v44	lessThan	v94
v44	lessThan	v95
v44	lessThan	v96
v44	lessThan	v97
v44	lessThan	v98
v44	lessThan	v99
v44	lessThan	v100
person62	hasAge	v45
person88	hasAge	v45
v45	lessThan	v46
v45	lessThan	v47
v45	lessThan	v48
v45	lessThan	v49
v45	lessThan	v50
v45	lessThan	v51
v45	lessThan	v52
v45	lessThan	v53
v45	lessThan	v54
v45	lessThan	v55
v45	lessThan	v56
v45	lessThan	v57
v45	lessThan	v58
v45	lessThan	v59
v45	lessThan	v60
v45	lessThan	v61
v45	lessThan	v62
v45	lessThan	v63
v45	lessThan	v64
v45	lessThan	v65
v45	lessThan	v66
v45	lessThan	v67
v45	lessThan	v68
v45	lessThan	v69
v45	lessThan	v70
v45	lessThan	v71
v45	lessThan	v72
v45	lessThan	v73
v45	lessThan	v74
v45	lessThan	v75
v45	lessThan	v76
v45	lessThan	v77
v45	lessThan	v78
v45	lessThan	v79
v45	lessThan	v80
v45	lessThan	v81
v45	lessThan	v82
v45	lessThan	v83
v45	lessThan	v84
v45	lessThan	v85
v45	lessThan	v86
v45	lessThan	v87
v45	lessThan	v88
v45	lessThan	v89
v45	lessThan	v90
v45	lessThan	v91
v45	lessThan	v92
v45	lessThan	v93
v45	lessThan	v94
v45	lessThan	v95
v45	lessThan	v96
v45	lessThan	v97
v45	lessThan	v98
v45	lessThan	v99
v45	lessThan	v100
v46	lessThan	v47
v46	lessThan	v48
v46	lessThan	v49
v46	lessThan	v50
v46	lessThan	v51
v46	lessThan	v52
v46	lessThan	v53
v46	lessThan	v54
v46	lessThan	v55
v46	lessThan	v56
v46	lessThan	v57
v46	lessThan	v58
v46	lessThan	v59
v46	lessThan	v60
v46	lessThan	v61
v46	lessThan	v62
v46	lessThan	v63
v46	lessThan	v64
v46	lessThan	v65
v46	lessThan	v66
v46	lessThan	v67
v46	lessThan	v68
v46	lessThan	v69
v46	lessThan	v70
v46	lessThan	v71
v46	lessThan	v72
v46	lessThan	v73
v46	lessThan	v74
v46	lessThan	v75
v46	lessThan	v76
v46	lessThan	v77
v46	lessThan	v78
v46	lessThan	v79
v46	lessThan	v80
v46	lessThan	v81
v46	lessThan	v82
v46	lessThan	v83
v46	lessThan	v84
v46	lessThan	v85
v46	lessThan	v86
v46	lessThan	v87
v46	lessThan	v88
v46	lessThan	v89
v46	lessThan	v90
v46	lessThan	v91
v46	lessThan	v92
v46	lessThan	v93
v46	lessThan	v94
v46	lessThan	v95
v46	lessThan	v96
v46	lessThan	v97
v46	lessThan	v98
v46	lessThan	v99
v46	lessThan	v100
person7	hasAge	v47
person90	hasAge	v47
v47	lessThan	v48
v47	lessThan	v49
v47	lessThan	v50
v47	lessThan	v51
v47	lessThan	v52
v47	lessThan	v53
v47	lessThan	v54
v47	lessThan	v55
v47	lessThan	v56
v47	lessThan	v57
v47	lessThan	v58
v47	lessThan	v59
v47	lessThan	v60
v47	lessThan	v61
v47	lessThan	v62
v47	lessThan	v63
v47	lessThan	v64
v47	lessThan	v65
v47	lessThan	v66
v47	lessThan	v67
v47	lessThan	v68
v47	lessThan	v69
v47	lessThan	v70
v47	lessThan	v71
v47	lessThan	v72
v47	lessThan	v73
v47	lessThan	v74
v47	lessThan	v75
v47	lessThan	v76
v47	lessThan	v77
v47	lessThan	v78
v47	lessThan	v79
v47	lessThan	v80
v47	lessThan	v81
v47	lessThan	v82
v47	lessThan	v83
v47	lessThan	v84
v47	lessThan	v85
v47	lessThan	v86
v47	lessThan	v87
v47	lessThan	v88
v47	lessThan	v89
v47	lessThan	v90
v47	lessThan	v91
v47	lessThan	v92
v47	lessThan	v93
v47	lessThan	v94
v47	lessThan	v95
v47	lessThan	v96
v47	lessThan	v97
v47	lessThan	v98
v47	lessThan	v99
v47	lessThan	v100
v48	lessThan	v49
v48	lessThan	v50
v48	lessThan	v51
v48	lessThan	v52
v48	lessThan	v53
v48	lessThan	v54
v48	lessThan	v55
v48	lessThan	v56
v48	lessThan	v57
v48	lessThan	v58
v48	lessThan	v59
v48	lessThan	v60
v48	lessThan	v61
v48	lessThan	v62
v48	lessThan	v63
v48	lessThan	v64
v48	lessThan	v65
v48	lessThan	v66
v48	lessThan	v67
v48	lessThan	v68
v48	lessThan	v69
v48	lessThan	v70
v48	lessThan	v71
v48	lessThan	v72
v48	lessThan	v73
v48	lessThan	v74
v48	lessThan	v75
v48	lessThan	v76
v48	lessThan	v77
v48	lessThan	v78
v48	lessThan	v79
v48	lessThan	v80
v48	lessThan	v81
v48	lessThan	v82
v48	lessThan	v83
v48	lessThan	v84
v48	lessThan	v85
v48	lessThan	v86
v48	lessThan	v87
v48	lessThan	v88
v48	lessThan	v89
v48	lessThan	v90
v48	lessThan	v91
v48	lessThan	v92
v48	lessThan	v93
v48	lessThan	v94
v48	lessThan	v95
v48	lessThan	v96
v48	lessThan	v97
v48	lessThan	v98
v48	lessThan	v99
v48	lessThan	v100
v49	lessThan	v50
v49	lessThan	v51
v49	lessThan	v52
v49	lessThan	v53
v49	lessThan	v54
v49	lessThan	v55
v49	lessThan	v56
v49	lessThan	v57
v49	lessThan	v58
v49	lessThan	v59
v49	lessThan	v60
v49	lessThan	v61
v49	lessThan	v62
v49	lessThan	v63
v49	lessThan	v64
v49	lessThan	v65
v49	lessThan	v66
v49	lessThan	v67
v49	lessThan	v68
v49	lessThan	v69
v49	lessThan	v70
v49	lessThan	v71
v49	lessThan	v72
v49	lessThan	v73
v49	lessThan	v74
v49	lessThan	v75
v49	lessThan	v76
v49	lessThan	v77
v49	lessThan	v78
v49	lessThan	v79
v49	lessThan	v80
v49	lessThan	v81
v49	lessThan	v82
v49	lessThan	v83
v49	lessThan	v84
v49	lessThan	v85
v49	lessThan	v86
v49	lessThan	v87
v49	lessThan	v88
v49	lessThan	v89
v49	lessThan	v90
v49	lessThan	v91
v49	lessThan	v92
v49	lessThan	v93
v49	lessThan	v94
v49	lessThan	v95
v49	lessThan	v96
v49	lessThan	v97
v49	lessThan	v98
v49	lessThan	v99
v49	lessThan	v100
person5	hasAge	v50
person6	hasAge	v50
person86	hasAge	v50
v50	lessThan	v51
v50	lessThan	v52
v50	lessThan	v53
v50	lessThan	v54
v50	lessThan	v55
v50	lessThan	v56
v50	lessThan	v57
v50	lessThan	v58
v50	lessThan	v59
v50	lessThan	v60
v50	lessThan	v61
v50	lessThan	v62
v50	lessThan	v63
v50	lessThan	v64
v50	lessThan	v65
v50	lessThan	v66
v50	lessThan	v67
v50	lessThan	v68
v50	lessThan	v69
v50	lessThan	v70
v50	lessThan	v71
v50	lessThan	v72
v50	lessThan	v73
v50	lessThan	v74
v50	lessThan	v75
v50	lessThan	v76
v50	lessThan	v77
v50	lessThan	v78
v50	lessThan	v79
v50	lessThan	v80
v50	lessThan	v81
v50	lessThan	v82
v50	lessThan	v83
v50	lessThan	v84
v50	lessThan	v85
v50	lessThan	v86
v50	lessThan	v87
v50	lessThan	v88
v50	lessThan	v89
v50	lessThan	v90
v50	lessThan	v91
v50	lessThan	v92
v50	lessThan	v93
v50	lessThan	v94
v50	lessThan	v95
v50	lessThan	v96
v50	lessThan	v97
v50	lessThan	v98
v50	lessThan	v99
v50	lessThan	v100
person45	hasAge	v51
person92	hasAge	v51
v51	lessThan	v52
v51	lessThan	v53
v51	lessThan	v54
v51	lessThan	v55
v51	lessThan	v56
v51	lessThan	v57
v51	lessThan	v58
v51	lessThan	v59
v51	lessThan	v60
v51	lessThan	v61
v51	lessThan	v62
v51	lessThan	v63
v51	lessThan	v64
v51	lessThan	v65
v51	lessThan	v66
v51	lessThan	v67
v51	lessThan	v68
v51	lessThan	v69
v51	lessThan	v70
v51	lessThan	v71
v51	lessThan	v72
v51	lessThan	v73
v51	lessThan	v74
v51	lessThan	v75
v51	lessThan	v76
v51	lessThan	v77
v51	lessThan	v78
v51	lessThan	v79
v51	lessThan	v80
v51	lessThan	v81
v51	lessThan	v82
v51	lessThan	v83
v51	lessThan	v84
v51	lessThan	v85
v51	lessThan	v86
v51	lessThan	v87
v51	lessThan	v88
v51	lessThan	v89
v51	lessThan	v90
v51	lessThan	v91
v51	lessThan	v92
v51	lessThan	v93
v51	lessThan	v94
v51	lessThan	v95
v51	lessThan	v96
v51	lessThan	v97
v51	lessThan	v98
v51	lessThan	v99
v51	lessThan	v100
person93	hasAge	v52
v52	lessThan	v53
v52	lessThan	v54
v52	lessThan	v55
v52	lessThan	v56
v52	lessThan	v57
v52	lessThan	v58
v52	lessThan	v59
v52	lessThan	v60
v52	lessThan	v61
v52	lessThan	v62
v52	lessThan	v63
v52	lessThan	v64
v52	lessThan	v65
v52	lessThan	v66
v52	lessThan	v67
v52	lessThan	v68
v52	lessThan	v69
v52	lessThan	v70
v52	lessThan	v71
v52	lessThan	v72
v52	lessThan	v73
v52	lessThan	v74
v52	lessThan	v75
v52	lessThan	v76
v52	lessThan	v77
v52	lessThan	v78
v52	lessThan	v79
v52	lessThan	v80
v52	lessThan	v81
v52	lessThan	v82
v52	lessThan	v83
v52	lessThan	v84
v52	lessThan	v85
v52	lessThan	v86
v52	lessThan	v87
v52	lessThan	v88
v52	lessThan	v89
v52	lessThan	v90
v52	lessThan	v91
v52	lessThan	v92
v52	lessThan	v93
v52	lessThan	v94
v52	lessThan	v95
v52	lessThan	v96
v52	lessThan	v97
v52	lessThan	v98
v52	lessThan	v99
v52	lessThan	v100
v53	lessThan	v54
v53	lessThan	v55
v53	lessThan	v56
v53	lessThan	v57
v53	lessThan	v58
v53	lessThan	v59
v53	lessThan	v60
v53	lessThan	v61
v53	lessThan	v62
v53	lessThan	v63
v53	lessThan	v64
v53	lessThan	v65
v53	lessThan	v66
v53	lessThan	v67
v53	lessThan	v68
v53	lessThan	v69
v53	lessThan	v70
v53	lessThan	v71
v53	lessThan	v72
v53	lessThan	v73
v53	lessThan	v74
v53	lessThan	v75
v53	lessThan	v76
v53	lessThan	v77
v53	lessThan	v78
v53	lessThan	v79
v53	lessThan	v80
v53	lessThan	v81
v53	lessThan	v82
v53	lessThan	v83
v53	lessThan	v84
v53	lessThan	v85
v53	lessThan	v86
v53	lessThan	v87
v53	lessThan	v88
v53	lessThan	v89
v53	lessThan	v90
v53	lessThan	v91
v53	lessThan	v92
v53	lessThan	v93
v53	lessThan	v94
v53	lessThan	v95
v53	lessThan	v96
v53	lessThan	v97
v53	lessThan	v98
v53	lessThan	v99
v53	lessThan	v100
person54	hasAge	v54
v54	lessThan	v55
v54	lessThan	v56
v54	lessThan	v57
v54	lessThan	v58
v54	lessThan	v59
v54	lessThan	v60
v54	lessThan	v61
v54	lessThan	v62
v54	lessThan	v63
v54	lessThan	v64
v54	lessThan	v65
v54	lessThan	v66
v54	lessThan	v67
v54	lessThan	v68
v54	lessThan	v69
v54	lessThan	v70
v54	lessThan	v71
v54	lessThan	v72
v54	lessThan	v73
v54	lessThan	v74
v54	lessThan	v75
v54	lessThan	v76
v54	lessThan	v77
v54	lessThan	v78
v54	lessThan	v79
v54	lessThan	v80
v54	lessThan	v81
v54	lessThan	v82
v54	lessThan	v83
v54	lessThan	v84
v54	lessThan	v85
v54	lessThan	v86
v54	lessThan	v87
v54	lessThan	v88
v54	lessThan	v89
v54	lessThan	v90
v54	lessThan	v91
v54	lessThan	v92
v54	lessThan	v93
v54	lessThan	v94
v54	lessThan	v95
v54	lessThan	v96
v54	lessThan	v97
v54	lessThan	v98
v54	lessThan	v99
v54	lessThan	v100
person91	hasAge	v55
v55	lessThan	v56
v55	lessThan	v57
v55	lessThan	v58
v55	lessThan	v59
v55	lessThan	v60
v55	lessThan	v61
v55	lessThan	v62
v55	lessThan	v63
v55	lessThan	v64
v55	lessThan	v65
v55	lessThan	v66
v55	lessThan	v67
v55	lessThan	v68
v55	lessThan	v69
v55	lessThan	v70
v55	lessThan	v71
v55	lessThan	v72
v55	lessThan	v73
v55	lessThan	v74
v55	lessThan	v75
v55	lessThan	v76
v55	lessThan	v77
v55	lessThan	v78
v55	lessThan	v79
v55	lessThan	v80
v55	lessThan	v81
v55	lessThan	v82
v55	lessThan	v83
v55	lessThan	v84
v55	lessThan	v85
v55	lessThan	v86
v55	lessThan	v87
v55	lessThan	v88
v55	lessThan	v89
v55	lessThan	v90
v55	lessThan	v91
v55	lessThan	v92
v55	lessThan	v93
v55	lessThan	v94
v55	lessThan	v95
v55	lessThan	v96
v55	lessThan	v97
v55	lessThan	v98
v55	lessThan	v99
v55	lessThan	v100
v56	lessThan	v57
v56	lessThan	v58
v56	lessThan	v59
v56	lessThan	v60
v56	lessThan	v61
v56	lessThan	v62
v56	lessThan	v63
v56	lessThan	v64
v56	lessThan	v65
v56	lessThan	v66
v56	lessThan	v67
v56	lessThan	v68
v56	lessThan	v69
v56	lessThan	v70
v56	lessThan	v71
v56	lessThan	v72
v56	lessThan	v73
v56	lessThan	v74
v56	lessThan	v75
v56	lessThan	v76
v56	lessThan	v77
v56	lessThan	v78
v56	lessThan	v79
v56	lessThan	v80
v56	lessThan	v81
v56	lessThan	v82
v56	lessThan	v83
v56	lessThan	v84
v56	lessThan	v85
v56	lessThan	v86
v56	lessThan	v87
v56	lessThan	v88
v56	lessThan	v89
v56	lessThan	v90
v56	lessThan	v91
v56	lessThan	v92
v56	lessThan	v93
v56	lessThan	v94
v56	lessThan	v95
v56	lessThan	v96
v56	lessThan	v97
v56	lessThan	v98
v56	lessThan	v99
v56	lessThan	v100
v57	lessThan	v58
v57	lessThan	v59
v57	lessThan	v60
v57	lessThan	v61
v57	lessThan	v62
v57	lessThan	v63
v57	lessThan	v64
v57	lessThan	v65
v57	lessThan	v66
v57	lessThan	v67
v57	lessThan	v68
v57	lessThan	v69
v57	lessThan	v70
v57	lessThan	v71
v57	lessThan	v72
v57	lessThan	v73
v57	lessThan	v74
v57	lessThan	v75
v57	lessThan	v76
v57	lessThan	v77
v57	lessThan	v78
v57	lessThan	v79
v57	lessThan	v80
v57	lessThan	v81
v57	lessThan	v82
v57	lessThan	v83
v57	lessThan	v84
v57	lessThan	v85
v57	lessThan	v86
v57	lessThan	v87
v57	lessThan	v88
v57	lessThan	v89
v57	lessThan	v90
v57	lessThan	v91
v57	lessThan	v92
v57	lessThan	v93
v57	lessThan	v94
v57	lessThan	v95
v57	lessThan	v96
v57	lessThan	v97
v57	lessThan	v98
v57	lessThan	v99
v57	lessThan	v100
person69	hasAge	v58
v58	lessThan	v59
v58	lessThan	v60
v58	lessThan	v61
v58	lessThan	v62
v58	lessThan	v63
v58	lessThan	v64
v58	lessThan	v65
v58	lessThan	v66
v58	lessThan	v67
v58	lessThan	v68
v58	lessThan	v69
v58	lessThan	v70
v58	lessThan	v71
v58	lessThan	v72
v58	lessThan	v73
v58	lessThan	v74
v58	lessThan	v75
v58	lessThan	v76
v58	lessThan	v77
v58	lessThan	v78
v58	lessThan	v79
v58	lessThan	v80
v58	lessThan	v81
v58	lessThan	v82
v58	lessThan	v83
v58	lessThan	v84
v58	lessThan	v85
v58	lessThan	v86
v58	lessThan	v87
v58	lessThan	v88
v58	lessThan	v89
v58	lessThan	v90
v58	lessThan	v91
v58	lessThan	v92
v58	lessThan	v93
v58	lessThan	v94
v58	lessThan	v95
v58	lessThan	v96
v58	lessThan	v97
v58	lessThan	v98
v58	lessThan	v99
v58	lessThan	v100
v59	lessThan	v60
v59	lessThan	v61
v59	lessThan	v62
v59	lessThan	v63
v59	lessThan	v64
v59	lessThan	v65
v59	lessThan	v66
v59	lessThan	v67
v59	lessThan	v68
v59	lessThan	v69
v59	lessThan	v70
v59	lessThan	v71
v59	lessThan	v72
v59	lessThan	v73
v59	lessThan	v74
v59	lessThan	v75
v59	lessThan	v76
v59	lessThan	v77
v59	lessThan	v78
v59	lessThan	v79
v59	lessThan	v80
v59	lessThan	v81
v59	lessThan	v82
v59	lessThan	v83
v59	lessThan	v84
v59	lessThan	v85
v59	lessThan	v86
v59	lessThan	v87
v59	lessThan	v88
v59	lessThan	v89
v59	lessThan	v90
v59	lessThan	v91
v59	lessThan	v92
v59	lessThan	v93
v59	lessThan	v94
v59	lessThan	v95
v59	lessThan	v96
v59	lessThan	v97
v59	lessThan	v98
v59	lessThan	v99
v59	lessThan	v100
v60	lessThan	v61
v60	lessThan	v62
v60	lessThan	v63
v60	lessThan	v64
v60	lessThan	v65
v60	lessThan	v66
v60	lessThan	v67
v60	lessThan	v68
v60	lessThan	v69
v60	lessThan	v70
v60	lessThan	v71
v60	lessThan	v72
v60	lessThan	v73
v60	lessThan	v74
v60	lessThan	v75
v60	lessThan	v76
v60	lessThan	v77
v60	lessThan	v78
v60	lessThan	v79
v60	lessThan	v80
v60	lessThan	v81
v60	lessThan	v82
v60	lessThan	v83
v60	lessThan	v84
v60	lessThan	v85
v60	lessThan	v86
v60	lessThan	v87
v60	lessThan	v88
v60	lessThan	v89
v60	lessThan	v90
v60	lessThan	v91
v60	lessThan	v92
v60	lessThan	v93
v60	lessThan	v94
v60	lessThan	v95
v60	lessThan	v96
v60	lessThan	v97
v60	lessThan	v98
v60	lessThan	v99
v60	lessThan	v100
v61	lessThan	v62
v61	lessThan	v63
v61	lessThan	v64
v61	lessThan	v65
v61	lessThan	v66
v61	lessThan	v67
v61	lessThan	v68
v61	lessThan	v69
v61	lessThan	v70
v61	lessThan	v71
v61	lessThan	v72
v61	lessThan	v73
v61	lessThan	v74
v61	lessThan	v75
v61	lessThan	v76
v61	lessThan	v77
v61	lessThan	v78
v61	lessThan	v79
v61	lessThan	v80
v61	lessThan	v81
v61	lessThan	v82
v61	lessThan	v83
v61	lessThan	v84
v61	lessThan	v85
v61	lessThan	v86
v61	lessThan	v87
v61	lessThan	v88
v61	lessThan	v89
v61	lessThan	v90
v61	lessThan	v91
v61	lessThan	v92
v61	lessThan	v93
v61	lessThan	v94
v61	lessThan	v95
v61	lessThan	v96
v61	lessThan	v97
v61	lessThan	v98
v61	lessThan	v99
v61	lessThan	v100
v62	lessThan	v63
v62	lessThan	v64
v62	lessThan	v65
v62	lessThan	v66
v62	lessThan	v67
v62	lessThan	v68
v62	lessThan	v69
v62	lessThan	v70
v62	lessThan	v71
v62	lessThan	v72
v62	lessThan	v73
v62	lessThan	v74
v62	lessThan	v75
v62	lessThan	v76
v62	lessThan	v77
v62	lessThan	v78
v62	lessThan	v79
v62	lessThan	v80
v62	lessThan	v81
v62	lessThan	v82
v62	lessThan	v83
v62	lessThan	v84
v62	lessThan	v85
v62	lessThan	v86
v62	lessThan	v87
v62	lessThan	v88
v62	lessThan	v89
v62	lessThan	v90
v62	lessThan	v91
v62	lessThan	v92
v62	lessThan	v93
v62	lessThan	v94
v62	lessThan	v95
v62	lessThan	v96
v62	lessThan	v97
v62	lessThan	v98
v62	lessThan	v99
v62	lessThan	v100
v63	lessThan	v64
v63	lessThan	v65
v63	lessThan	v66
v63	lessThan	v67
v63	lessThan	v68
v63	lessThan	v69
v63	lessThan	v70
v63	lessThan	v71
v63	lessThan	v72
v63	lessThan	v73
v63	lessThan	v74
v63	lessThan	v75
v63	lessThan	v76
v63	lessThan	v77
v63	lessThan	v78
v63	lessThan	v79
v63	lessThan	v80
v63	lessThan	v81
v63	lessThan	v82
v63	lessThan	v83
v63	lessThan	v84
v63	lessThan	v85
v63	lessThan	v86
v63	lessThan	v87
v63	lessThan	v88
v63	lessThan	v89
v63	lessThan	v90
v63	lessThan	v91
v63	lessThan	v92
v63	lessThan	v93
v63	lessThan	v94
v63	lessThan	v95
v63	lessThan	v96
v63	lessThan	v97
v63	lessThan	v98
v63	lessThan	v99
v63	lessThan	v100
person19	hasAge	v64
v64	lessThan	v65
v64	lessThan	v66
v64	lessThan	v67
v64	lessThan	v68
v64	lessThan	v69
v64	lessThan	v70
v64	lessThan	v71
v64	lessThan	v72
v64	lessThan	v73
v64	lessThan	v74
v64	lessThan	v75
v64	lessThan	v76
v64	lessThan	v77
v64	lessThan	v78
v64	lessThan	v79
v64	lessThan	v80
v64	lessThan	v81
v64	lessThan	v82
v64	lessThan	v83
v64	lessThan	v84
v64	lessThan	v85
v64	lessThan	v86
v64	lessThan	v87
v64	lessThan	v88
v64	lessThan	v89
v64	lessThan	v90
v64	lessThan	v91
v64	lessThan	v92
v64	lessThan	v93
v64	lessThan	v94
