age,pc1_raw,pc1_oriented,v_node,model,run,window_condition,removal_percent
23.0,-0.38669635417797266,-0.38669635417797266,v23,transe,with_windows_removed_99pct,with_windows,99.0
24.0,-0.39177706528424444,-0.39177706528424444,v24,transe,with_windows_removed_99pct,with_windows,99.0
25.0,-0.26991813530906117,-0.26991813530906117,v25,transe,with_windows_removed_99pct,with_windows,99.0
26.0,-0.2804064791766134,-0.2804064791766134,v26,transe,with_windows_removed_99pct,with_windows,99.0
27.0,-0.33125562350342896,-0.33125562350342896,v27,transe,with_windows_removed_99pct,with_windows,99.0
28.0,-0.3200380251022043,-0.3200380251022043,v28,transe,with_windows_removed_99pct,with_windows,99.0
29.0,-0.18278915079473676,-0.18278915079473676,v29,transe,with_windows_removed_99pct,with_windows,99.0
30.0,-0.2906422280359865,-0.2906422280359865,v30,transe,with_windows_removed_99pct,with_windows,99.0
31.0,-0.1961264058571233,-0.1961264058571233,v31,transe,with_windows_removed_99pct,with_windows,99.0
32.0,-0.30593779445289515,-0.30593779445289515,v32,transe,with_windows_removed_99pct,with_windows,99.0
33.0,-0.22745734225472755,-0.22745734225472755,v33,transe,with_windows_removed_99pct,with_windows,99.0
34.0,-0.14702160566083555,-0.14702160566083555,v34,transe,with_windows_removed_99pct,with_windows,99.0
35.0,-0.16357805024834796,-0.16357805024834796,v35,transe,with_windows_removed_99pct,with_windows,99.0
36.0,-0.10341088115791737,-0.10341088115791737,v36,transe,with_windows_removed_99pct,with_windows,99.0
37.0,-0.18045793763589513,-0.18045793763589513,v37,transe,with_windows_removed_99pct,with_windows,99.0
38.0,-0.18657275906810472,-0.18657275906810472,v38,transe,with_windows_removed_99pct,with_windows,99.0
39.0,-0.2577458547620071,-0.2577458547620071,v39,transe,with_windows_removed_99pct,with_windows,99.0
40.0,-0.02975452283655982,-0.02975452283655982,v40,transe,with_windows_removed_99pct,with_windows,99.0
41.0,-0.07519130437839096,-0.07519130437839096,v41,transe,with_windows_removed_99pct,with_windows,99.0
42.0,-0.1420801627614529,-0.1420801627614529,v42,transe,with_windows_removed_99pct,with_windows,99.0
43.0,-0.17162558184877977,-0.17162558184877977,v43,transe,with_windows_removed_99pct,with_windows,99.0
44.0,-0.0768642927216472,-0.0768642927216472,v44,transe,with_windows_removed_99pct,with_windows,99.0
45.0,-0.11956433637815349,-0.11956433637815349,v45,transe,with_windows_removed_99pct,with_windows,99.0
46.0,-0.16501956803411835,-0.16501956803411835,v46,transe,with_windows_removed_99pct,with_windows,99.0
47.0,-0.09051681369963308,-0.09051681369963308,v47,transe,with_windows_removed_99pct,with_windows,99.0
48.0,-0.059032249913663445,-0.059032249913663445,v48,transe,with_windows_removed_99pct,with_windows,99.0
49.0,0.026219703534013976,0.026219703534013976,v49,transe,with_windows_removed_99pct,with_windows,99.0
50.0,-0.06687007303223842,-0.06687007303223842,v50,transe,with_windows_removed_99pct,with_windows,99.0
51.0,0.08530958387374432,0.08530958387374432,v51,transe,with_windows_removed_99pct,with_windows,99.0
52.0,-0.03447300940081149,-0.03447300940081149,v52,transe,with_windows_removed_99pct,with_windows,99.0
53.0,0.10390657943303176,0.10390657943303176,v53,transe,with_windows_removed_99pct,with_windows,99.0
54.0,0.1706419331662254,0.1706419331662254,v54,transe,with_windows_removed_99pct,with_windows,99.0
55.0,-0.04019366651503008,-0.04019366651503008,v55,transe,with_windows_removed_99pct,with_windows,99.0
56.0,0.14120399265668285,0.14120399265668285,v56,transe,with_windows_removed_99pct,with_windows,99.0
57.0,0.15796614563687397,0.15796614563687397,v57,transe,with_windows_removed_99pct,with_windows,99.0
58.0,0.19903434704851514,0.19903434704851514,v58,transe,with_windows_removed_99pct,with_windows,99.0
59.0,0.13625824007843917,0.13625824007843917,v59,transe,with_windows_removed_99pct,with_windows,99.0
60.0,0.09244322873254993,0.09244322873254993,v60,transe,with_windows_removed_99pct,with_windows,99.0
61.0,0.049975646539067345,0.049975646539067345,v61,transe,with_windows_removed_99pct,with_windows,99.0
62.0,0.14694815860338573,0.14694815860338573,v62,transe,with_windows_removed_99pct,with_windows,99.0
63.0,0.20643752314182182,0.20643752314182182,v63,transe,with_windows_removed_99pct,with_windows,99.0
64.0,0.1401028855410125,0.1401028855410125,v64,transe,with_windows_removed_99pct,with_windows,99.0
65.0,0.22865269702593785,0.22865269702593785,v65,transe,with_windows_removed_99pct,with_windows,99.0
66.0,0.22374389982941398,0.22374389982941398,v66,transe,with_windows_removed_99pct,with_windows,99.0
67.0,0.27270356670757295,0.27270356670757295,v67,transe,with_windows_removed_99pct,with_windows,99.0
68.0,0.24899025266969996,0.24899025266969996,v68,transe,with_windows_removed_99pct,with_windows,99.0
69.0,0.21241480436993607,0.21241480436993607,v69,transe,with_windows_removed_99pct,with_windows,99.0
70.0,0.2761327583590866,0.2761327583590866,v70,transe,with_windows_removed_99pct,with_windows,99.0
71.0,0.1885241532424777,0.1885241532424777,v71,transe,with_windows_removed_99pct,with_windows,99.0
72.0,0.29467360236774587,0.29467360236774587,v72,transe,with_windows_removed_99pct,with_windows,99.0
73.0,0.24138065073528067,0.24138065073528067,v73,transe,with_windows_removed_99pct,with_windows,99.0
74.0,0.24266585829596785,0.24266585829596785,v74,transe,with_windows_removed_99pct,with_windows,99.0
75.0,0.3062906163266101,0.3062906163266101,v75,transe,with_windows_removed_99pct,with_windows,99.0
76.0,0.3501367574980303,0.3501367574980303,v76,transe,with_windows_removed_99pct,with_windows,99.0
77.0,0.2629522242396429,0.2629522242396429,v77,transe,with_windows_removed_99pct,with_windows,99.0
78.0,0.3167867187288231,0.3167867187288231,v78,transe,with_windows_removed_99pct,with_windows,99.0
79.0,0.3411904181459362,0.3411904181459362,v79,transe,with_windows_removed_99pct,with_windows,99.0
80.0,0.3623537686964601,0.3623537686964601,v80,transe,with_windows_removed_99pct,with_windows,99.0
81.0,0.29348757320143837,0.29348757320143837,v81,transe,with_windows_removed_99pct,with_windows,99.0
82.0,0.3234220524416934,0.3234220524416934,v82,transe,with_windows_removed_99pct,with_windows,99.0
83.0,0.38667987858235586,0.38667987858235586,v83,transe,with_windows_removed_99pct,with_windows,99.0
84.0,0.3431584956477613,0.3431584956477613,v84,transe,with_windows_removed_99pct,with_windows,99.0
85.0,0.4206654095543223,0.4206654095543223,v85,transe,with_windows_removed_99pct,with_windows,99.0
86.0,0.3396066457734538,0.3396066457734538,v86,transe,with_windows_removed_99pct,with_windows,99.0
87.0,0.32542747662153626,0.32542747662153626,v87,transe,with_windows_removed_99pct,with_windows,99.0
88.0,0.33083036180899716,0.33083036180899716,v88,transe,with_windows_removed_99pct,with_windows,99.0
89.0,0.3152738041511822,0.3152738041511822,v89,transe,with_windows_removed_99pct,with_windows,99.0
90.0,0.4176523059596562,0.4176523059596562,v90,transe,with_windows_removed_99pct,with_windows,99.0
91.0,0.4314737938464054,0.4314737938464054,v91,transe,with_windows_removed_99pct,with_windows,99.0
92.0,0.39945987779860986,0.39945987779860986,v92,transe,with_windows_removed_99pct,with_windows,99.0
93.0,0.34077331342091866,0.34077331342091866,v93,transe,with_windows_removed_99pct,with_windows,99.0
94.0,0.44208917658384744,0.44208917658384744,v94,transe,with_windows_removed_99pct,with_windows,99.0
95.0,0.3891995218663939,0.3891995218663939,v95,transe,with_windows_removed_99pct,with_windows,99.0
96.0,0.335824146183467,0.335824146183467,v96,transe,with_windows_removed_99pct,with_windows,99.0
97.0,0.3796688131772164,0.3796688131772164,v97,transe,with_windows_removed_99pct,with_windows,99.0
98.0,0.4719409199309946,0.4719409199309946,v98,transe,with_windows_removed_99pct,with_windows,99.0
99.0,0.4470393733824602,0.4470393733824602,v99,transe,with_windows_removed_99pct,with_windows,99.0
100.0,0.34981128946330775,0.34981128946330775,v100,transe,with_windows_removed_99pct,with_windows,99.0
1.0,-0.32277296442419684,-0.32277296442419684,v1,transe,without_windows_removed_99pct,without_windows,99.0
2.0,-0.4477218805387872,-0.4477218805387872,v2,transe,without_windows_removed_99pct,without_windows,99.0
3.0,-0.3495694560105665,-0.3495694560105665,v3,transe,without_windows_removed_99pct,without_windows,99.0
4.0,-0.371968004101858,-0.371968004101858,v4,transe,without_windows_removed_99pct,without_windows,99.0
5.0,-0.410382540038616,-0.410382540038616,v5,transe,without_windows_removed_99pct,without_windows,99.0
6.0,-0.47414581743517586,-0.47414581743517586,v6,transe,without_windows_removed_99pct,without_windows,99.0
7.0,-0.3168778981281522,-0.3168778981281522,v7,transe,without_windows_removed_99pct,without_windows,99.0
8.0,-0.41490813566602974,-0.41490813566602974,v8,transe,without_windows_removed_99pct,without_windows,99.0
9.0,-0.3254291919683457,-0.3254291919683457,v9,transe,without_windows_removed_99pct,without_windows,99.0
10.0,-0.28007074316646996,-0.28007074316646996,v10,transe,without_windows_removed_99pct,without_windows,99.0
11.0,-0.32584091627566014,-0.32584091627566014,v11,transe,without_windows_removed_99pct,without_windows,99.0
12.0,-0.22249670196381208,-0.22249670196381208,v12,transe,without_windows_removed_99pct,without_windows,99.0
13.0,-0.40837946862752134,-0.40837946862752134,v13,transe,without_windows_removed_99pct,without_windows,99.0
14.0,-0.37005957022816693,-0.37005957022816693,v14,transe,without_windows_removed_99pct,without_windows,99.0
15.0,-0.3863033837598433,-0.3863033837598433,v15,transe,without_windows_removed_99pct,without_windows,99.0
16.0,-0.3945574823298876,-0.3945574823298876,v16,transe,without_windows_removed_99pct,without_windows,99.0
17.0,-0.33477606871779186,-0.33477606871779186,v17,transe,without_windows_removed_99pct,without_windows,99.0
18.0,-0.40973775933237977,-0.40973775933237977,v18,transe,without_windows_removed_99pct,without_windows,99.0
19.0,-0.3288926953695629,-0.3288926953695629,v19,transe,without_windows_removed_99pct,without_windows,99.0
20.0,-0.2631152639647645,-0.2631152639647645,v20,transe,without_windows_removed_99pct,without_windows,99.0
21.0,-0.3092089604342928,-0.3092089604342928,v21,transe,without_windows_removed_99pct,without_windows,99.0
22.0,-0.3685445098864063,-0.3685445098864063,v22,transe,without_windows_removed_99pct,without_windows,99.0
23.0,-0.2676377673570528,-0.2676377673570528,v23,transe,without_windows_removed_99pct,without_windows,99.0
24.0,-0.25744551008242134,-0.25744551008242134,v24,transe,without_windows_removed_99pct,without_windows,99.0
25.0,-0.2940725319506928,-0.2940725319506928,v25,transe,without_windows_removed_99pct,without_windows,99.0
26.0,-0.26697309551566717,-0.26697309551566717,v26,transe,without_windows_removed_99pct,without_windows,99.0
27.0,-0.37285216445597646,-0.37285216445597646,v27,transe,without_windows_removed_99pct,without_windows,99.0
28.0,-0.3063610764554562,-0.3063610764554562,v28,transe,without_windows_removed_99pct,without_windows,99.0
29.0,-0.22694732491448102,-0.22694732491448102,v29,transe,without_windows_removed_99pct,without_windows,99.0
30.0,-0.18518527096752702,-0.18518527096752702,v30,transe,without_windows_removed_99pct,without_windows,99.0
31.0,-0.20148479423766671,-0.20148479423766671,v31,transe,without_windows_removed_99pct,without_windows,99.0
32.0,-0.21976080356903654,-0.21976080356903654,v32,transe,without_windows_removed_99pct,without_windows,99.0
33.0,-0.18929049753628993,-0.18929049753628993,v33,transe,without_windows_removed_99pct,without_windows,99.0
34.0,-0.15384288620978628,-0.15384288620978628,v34,transe,without_windows_removed_99pct,without_windows,99.0
35.0,-0.24043150684368383,-0.24043150684368383,v35,transe,without_windows_removed_99pct,without_windows,99.0
36.0,-0.22577715696619038,-0.22577715696619038,v36,transe,without_windows_removed_99pct,without_windows,99.0
37.0,-0.19668410988214502,-0.19668410988214502,v37,transe,without_windows_removed_99pct,without_windows,99.0
38.0,-0.07823157992049846,-0.07823157992049846,v38,transe,without_windows_removed_99pct,without_windows,99.0
39.0,-0.15619036068266484,-0.15619036068266484,v39,transe,without_windows_removed_99pct,without_windows,99.0
40.0,-0.14062654496686133,-0.14062654496686133,v40,transe,without_windows_removed_99pct,without_windows,99.0
41.0,-0.11779346891477889,-0.11779346891477889,v41,transe,without_windows_removed_99pct,without_windows,99.0
42.0,-0.07395617577262942,-0.07395617577262942,v42,transe,without_windows_removed_99pct,without_windows,99.0
43.0,-0.08013999894939051,-0.08013999894939051,v43,transe,without_windows_removed_99pct,without_windows,99.0
44.0,0.005701120425266035,0.005701120425266035,v44,transe,without_windows_removed_99pct,without_windows,99.0
45.0,-0.07534628080642504,-0.07534628080642504,v45,transe,without_windows_removed_99pct,without_windows,99.0
46.0,-0.04454196564947876,-0.04454196564947876,v46,transe,without_windows_removed_99pct,without_windows,99.0
47.0,0.043380812010651394,0.043380812010651394,v47,transe,without_windows_removed_99pct,without_windows,99.0
48.0,-0.08872010275852803,-0.08872010275852803,v48,transe,without_windows_removed_99pct,without_windows,99.0
49.0,-0.06238595194365728,-0.06238595194365728,v49,transe,without_windows_removed_99pct,without_windows,99.0
50.0,-0.05215918011916812,-0.05215918011916812,v50,transe,without_windows_removed_99pct,without_windows,99.0
51.0,-0.027039501118553418,-0.027039501118553418,v51,transe,without_windows_removed_99pct,without_windows,99.0
52.0,-0.06061731677616068,-0.06061731677616068,v52,transe,without_windows_removed_99pct,without_windows,99.0
53.0,-0.010713243857968851,-0.010713243857968851,v53,transe,without_windows_removed_99pct,without_windows,99.0
54.0,0.05288269042376767,0.05288269042376767,v54,transe,without_windows_removed_99pct,without_windows,99.0
55.0,0.02464180572977247,0.02464180572977247,v55,transe,without_windows_removed_99pct,without_windows,99.0
56.0,0.052172159636934216,0.052172159636934216,v56,transe,without_windows_removed_99pct,without_windows,99.0
57.0,0.16199690373260178,0.16199690373260178,v57,transe,without_windows_removed_99pct,without_windows,99.0
58.0,0.05458043149002479,0.05458043149002479,v58,transe,without_windows_removed_99pct,without_windows,99.0
59.0,0.10338306930293638,0.10338306930293638,v59,transe,without_windows_removed_99pct,without_windows,99.0
60.0,0.10706009345807461,0.10706009345807461,v60,transe,without_windows_removed_99pct,without_windows,99.0
61.0,0.13715687248227953,0.13715687248227953,v61,transe,without_windows_removed_99pct,without_windows,99.0
62.0,0.10945752479282345,0.10945752479282345,v62,transe,without_windows_removed_99pct,without_windows,99.0
63.0,0.15289725910678745,0.15289725910678745,v63,transe,without_windows_removed_99pct,without_windows,99.0
64.0,0.15279229596037514,0.15279229596037514,v64,transe,without_windows_removed_99pct,without_windows,99.0
65.0,0.12187818780139228,0.12187818780139228,v65,transe,without_windows_removed_99pct,without_windows,99.0
66.0,0.17287858195564243,0.17287858195564243,v66,transe,without_windows_removed_99pct,without_windows,99.0
67.0,0.20687127462561794,0.20687127462561794,v67,transe,without_windows_removed_99pct,without_windows,99.0
68.0,0.2879957834558857,0.2879957834558857,v68,transe,without_windows_removed_99pct,without_windows,99.0
69.0,0.15159600502090112,0.15159600502090112,v69,transe,without_windows_removed_99pct,without_windows,99.0
70.0,0.18536170223205894,0.18536170223205894,v70,transe,without_windows_removed_99pct,without_windows,99.0
71.0,0.1783193940225941,0.1783193940225941,v71,transe,without_windows_removed_99pct,without_windows,99.0
72.0,0.1983671116079102,0.1983671116079102,v72,transe,without_windows_removed_99pct,without_windows,99.0
73.0,0.3506982136323297,0.3506982136323297,v73,transe,without_windows_removed_99pct,without_windows,99.0
74.0,0.27533336167166905,0.27533336167166905,v74,transe,without_windows_removed_99pct,without_windows,99.0
75.0,0.37415999996350263,0.37415999996350263,v75,transe,without_windows_removed_99pct,without_windows,99.0
76.0,0.17121616185321004,0.17121616185321004,v76,transe,without_windows_removed_99pct,without_windows,99.0
77.0,0.21413769713393793,0.21413769713393793,v77,transe,without_windows_removed_99pct,without_windows,99.0
78.0,0.34512505222396495,0.34512505222396495,v78,transe,without_windows_removed_99pct,without_windows,99.0
79.0,0.244519226844452,0.244519226844452,v79,transe,without_windows_removed_99pct,without_windows,99.0
80.0,0.4153413661943286,0.4153413661943286,v80,transe,without_windows_removed_99pct,without_windows,99.0
81.0,0.31699788662160533,0.31699788662160533,v81,transe,without_windows_removed_99pct,without_windows,99.0
82.0,0.25860427225941174,0.25860427225941174,v82,transe,without_windows_removed_99pct,without_windows,99.0
83.0,0.37559095015811744,0.37559095015811744,v83,transe,without_windows_removed_99pct,without_windows,99.0
84.0,0.35202611875348694,0.35202611875348694,v84,transe,without_windows_removed_99pct,without_windows,99.0
85.0,0.33514578873247924,0.33514578873247924,v85,transe,without_windows_removed_99pct,without_windows,99.0
86.0,0.3924681640083945,0.3924681640083945,v86,transe,without_windows_removed_99pct,without_windows,99.0
87.0,0.38105735945035984,0.38105735945035984,v87,transe,without_windows_removed_99pct,without_windows,99.0
88.0,0.3252999199335465,0.3252999199335465,v88,transe,without_windows_removed_99pct,without_windows,99.0
89.0,0.2609348006240089,0.2609348006240089,v89,transe,without_windows_removed_99pct,without_windows,99.0
90.0,0.4368972174675753,0.4368972174675753,v90,transe,without_windows_removed_99pct,without_windows,99.0
91.0,0.36439678084698174,0.36439678084698174,v91,transe,without_windows_removed_99pct,without_windows,99.0
92.0,0.3652216071699195,0.3652216071699195,v92,transe,without_windows_removed_99pct,without_windows,99.0
93.0,0.36169659691930484,0.36169659691930484,v93,transe,without_windows_removed_99pct,without_windows,99.0
94.0,0.3791258110276024,0.3791258110276024,v94,transe,without_windows_removed_99pct,without_windows,99.0
95.0,0.4798852776811438,0.4798852776811438,v95,transe,without_windows_removed_99pct,without_windows,99.0
96.0,0.43627230335642114,0.43627230335642114,v96,transe,without_windows_removed_99pct,without_windows,99.0
97.0,0.4353201853405612,0.4353201853405612,v97,transe,without_windows_removed_99pct,without_windows,99.0
98.0,0.4235570840792578,0.4235570840792578,v98,transe,without_windows_removed_99pct,without_windows,99.0
99.0,0.4258506457188413,0.4258506457188413,v99,transe,without_windows_removed_99pct,without_windows,99.0
100.0,0.3507166526084109,0.3507166526084109,v100,transe,without_windows_removed_99pct,without_windows,99.0
1.0,-0.0975075302068069,-0.0975075302068069,v1,distmult,with_windows_original,with_windows,0.0
2.0,-0.11017394989534311,-0.11017394989534311,v2,distmult,with_windows_original,with_windows,0.0
3.0,-0.09176334622128916,-0.09176334622128916,v3,distmult,with_windows_original,with_windows,0.0
4.0,-0.16259642074828934,-0.16259642074828934,v4,distmult,with_windows_original,with_windows,0.0
5.0,-0.14056217919860234,-0.14056217919860234,v5,distmult,with_windows_original,with_windows,0.0
6.0,-0.09380063362686598,-0.09380063362686598,v6,distmult,with_windows_original,with_windows,0.0
7.0,-0.14513673417072273,-0.14513673417072273,v7,distmult,with_windows_original,with_windows,0.0
8.0,-0.09401289025942712,-0.09401289025942712,v8,distmult,with_windows_original,with_windows,0.0
9.0,-0.17108517144921953,-0.17108517144921953,v9,distmult,with_windows_original,with_windows,0.0
10.0,-0.12367296521768963,-0.12367296521768963,v10,distmult,with_windows_original,with_windows,0.0
11.0,-0.044192445164826545,-0.044192445164826545,v11,distmult,with_windows_original,with_windows,0.0
12.0,-0.14343169027913788,-0.14343169027913788,v12,distmult,with_windows_original,with_windows,0.0
13.0,-0.1337379370489067,-0.1337379370489067,v13,distmult,with_windows_original,with_windows,0.0
14.0,-0.14107654449514243,-0.14107654449514243,v14,distmult,with_windows_original,with_windows,0.0
15.0,-0.1358269710869477,-0.1358269710869477,v15,distmult,with_windows_original,with_windows,0.0
16.0,-0.15990147447190448,-0.15990147447190448,v16,distmult,with_windows_original,with_windows,0.0
17.0,-0.16508632326767136,-0.16508632326767136,v17,distmult,with_windows_original,with_windows,0.0
18.0,-0.11855851426986606,-0.11855851426986606,v18,distmult,with_windows_original,with_windows,0.0
19.0,-0.13269189765742676,-0.13269189765742676,v19,distmult,with_windows_original,with_windows,0.0
20.0,-0.07059783940723925,-0.07059783940723925,v20,distmult,with_windows_original,with_windows,0.0
21.0,-0.1540078183842771,-0.1540078183842771,v21,distmult,with_windows_original,with_windows,0.0
22.0,-0.08647933128274748,-0.08647933128274748,v22,distmult,with_windows_original,with_windows,0.0
23.0,-0.16725053996290962,-0.16725053996290962,v23,distmult,with_windows_original,with_windows,0.0
24.0,-0.12003419413937894,-0.12003419413937894,v24,distmult,with_windows_original,with_windows,0.0
25.0,-0.15154110708102875,-0.15154110708102875,v25,distmult,with_windows_original,with_windows,0.0
26.0,-0.10191544175126561,-0.10191544175126561,v26,distmult,with_windows_original,with_windows,0.0
27.0,-0.17878424499585474,-0.17878424499585474,v27,distmult,with_windows_original,with_windows,0.0
28.0,-0.1414905406992571,-0.1414905406992571,v28,distmult,with_windows_original,with_windows,0.0
29.0,-0.1626218627708527,-0.1626218627708527,v29,distmult,with_windows_original,with_windows,0.0
30.0,-0.1680153110956724,-0.1680153110956724,v30,distmult,with_windows_original,with_windows,0.0
31.0,-0.15176473734140322,-0.15176473734140322,v31,distmult,with_windows_original,with_windows,0.0
32.0,-0.1717967910558994,-0.1717967910558994,v32,distmult,with_windows_original,with_windows,0.0
33.0,-0.16644263267124715,-0.16644263267124715,v33,distmult,with_windows_original,with_windows,0.0
34.0,-0.041193398379633143,-0.041193398379633143,v34,distmult,with_windows_original,with_windows,0.0
35.0,-0.12379913386159014,-0.12379913386159014,v35,distmult,with_windows_original,with_windows,0.0
36.0,-0.05866991309054449,-0.05866991309054449,v36,distmult,with_windows_original,with_windows,0.0
37.0,-0.16057300539003844,-0.16057300539003844,v37,distmult,with_windows_original,with_windows,0.0
38.0,-0.16314707499627748,-0.16314707499627748,v38,distmult,with_windows_original,with_windows,0.0
39.0,-0.14272445074436596,-0.14272445074436596,v39,distmult,with_windows_original,with_windows,0.0
40.0,-0.08508201328445605,-0.08508201328445605,v40,distmult,with_windows_original,with_windows,0.0
41.0,-0.07920834020470384,-0.07920834020470384,v41,distmult,with_windows_original,with_windows,0.0
42.0,-0.1207379262926369,-0.1207379262926369,v42,distmult,with_windows_original,with_windows,0.0
43.0,-0.14696022650028157,-0.14696022650028157,v43,distmult,with_windows_original,with_windows,0.0
44.0,-0.10299670308230949,-0.10299670308230949,v44,distmult,with_windows_original,with_windows,0.0
45.0,-0.15912131542553482,-0.15912131542553482,v45,distmult,with_windows_original,with_windows,0.0
46.0,-0.10884252534654744,-0.10884252534654744,v46,distmult,with_windows_original,with_windows,0.0
47.0,-0.06067661948153358,-0.06067661948153358,v47,distmult,with_windows_original,with_windows,0.0
48.0,-0.11059898197987172,-0.11059898197987172,v48,distmult,with_windows_original,with_windows,0.0
49.0,-0.0877461565963105,-0.0877461565963105,v49,distmult,with_windows_original,with_windows,0.0
50.0,-0.1445892533941236,-0.1445892533941236,v50,distmult,with_windows_original,with_windows,0.0
51.0,0.13598372199137174,0.13598372199137174,v51,distmult,with_windows_original,with_windows,0.0
52.0,0.185978885833638,0.185978885833638,v52,distmult,with_windows_original,with_windows,0.0
53.0,0.10420440792159724,0.10420440792159724,v53,distmult,with_windows_original,with_windows,0.0
54.0,0.12397448110040989,0.12397448110040989,v54,distmult,with_windows_original,with_windows,0.0
55.0,0.14144216314697208,0.14144216314697208,v55,distmult,with_windows_original,with_windows,0.0
56.0,0.10252801723919239,0.10252801723919239,v56,distmult,with_windows_original,with_windows,0.0
57.0,0.045680664514198784,0.045680664514198784,v57,distmult,with_windows_original,with_windows,0.0
58.0,0.10461060326373697,0.10461060326373697,v58,distmult,with_windows_original,with_windows,0.0
59.0,0.13061171445837896,0.13061171445837896,v59,distmult,with_windows_original,with_windows,0.0
60.0,0.17229115975668868,0.17229115975668868,v60,distmult,with_windows_original,with_windows,0.0
61.0,0.10962222818574804,0.10962222818574804,v61,distmult,with_windows_original,with_windows,0.0
62.0,0.08414097748152272,0.08414097748152272,v62,distmult,with_windows_original,with_windows,0.0
63.0,0.16327041841020257,0.16327041841020257,v63,distmult,with_windows_original,with_windows,0.0
64.0,0.1377163001907282,0.1377163001907282,v64,distmult,with_windows_original,with_windows,0.0
65.0,0.13897678183840445,0.13897678183840445,v65,distmult,with_windows_original,with_windows,0.0
66.0,0.10790529974955698,0.10790529974955698,v66,distmult,with_windows_original,with_windows,0.0
67.0,0.13741714384485806,0.13741714384485806,v67,distmult,with_windows_original,with_windows,0.0
68.0,-0.0562087179753223,-0.0562087179753223,v68,distmult,with_windows_original,with_windows,0.0
69.0,0.12169494887766841,0.12169494887766841,v69,distmult,with_windows_original,with_windows,0.0
70.0,0.029876406197767973,0.029876406197767973,v70,distmult,with_windows_original,with_windows,0.0
71.0,0.11557941719303684,0.11557941719303684,v71,distmult,with_windows_original,with_windows,0.0
72.0,0.08259111387812614,0.08259111387812614,v72,distmult,with_windows_original,with_windows,0.0
73.0,0.18142798424942744,0.18142798424942744,v73,distmult,with_windows_original,with_windows,0.0
74.0,0.07339248023989228,0.07339248023989228,v74,distmult,with_windows_original,with_windows,0.0
75.0,0.12890534793987135,0.12890534793987135,v75,distmult,with_windows_original,with_windows,0.0
76.0,0.15639493674964658,0.15639493674964658,v76,distmult,with_windows_original,with_windows,0.0
77.0,0.16086006800572822,0.16086006800572822,v77,distmult,with_windows_original,with_windows,0.0
78.0,0.139320185709754,0.139320185709754,v78,distmult,with_windows_original,with_windows,0.0
79.0,0.12377757067671664,0.12377757067671664,v79,distmult,with_windows_original,with_windows,0.0
80.0,0.14732145153647813,0.14732145153647813,v80,distmult,with_windows_original,with_windows,0.0
81.0,0.19527774797746297,0.19527774797746297,v81,distmult,with_windows_original,with_windows,0.0
82.0,0.17620358507261702,0.17620358507261702,v82,distmult,with_windows_original,with_windows,0.0
83.0,0.10899018126749004,0.10899018126749004,v83,distmult,with_windows_original,with_windows,0.0
84.0,0.11421212416162359,0.11421212416162359,v84,distmult,with_windows_original,with_windows,0.0
85.0,0.09264909228550659,0.09264909228550659,v85,distmult,with_windows_original,with_windows,0.0
86.0,0.14139895006884326,0.14139895006884326,v86,distmult,with_windows_original,with_windows,0.0
87.0,0.1494874988937116,0.1494874988937116,v87,distmult,with_windows_original,with_windows,0.0
88.0,0.11451634585219657,0.11451634585219657,v88,distmult,with_windows_original,with_windows,0.0
89.0,0.19703749834769083,0.19703749834769083,v89,distmult,with_windows_original,with_windows,0.0
90.0,0.1878791502379463,0.1878791502379463,v90,distmult,with_windows_original,with_windows,0.0
91.0,0.14870526999930492,0.14870526999930492,v91,distmult,with_windows_original,with_windows,0.0
92.0,0.1521043436269608,0.1521043436269608,v92,distmult,with_windows_original,with_windows,0.0
93.0,0.13667210655712558,0.13667210655712558,v93,distmult,with_windows_original,with_windows,0.0
94.0,0.14065661171341487,0.14065661171341487,v94,distmult,with_windows_original,with_windows,0.0
95.0,0.15205142861441942,0.15205142861441942,v95,distmult,with_windows_original,with_windows,0.0
96.0,0.11817442235721355,0.11817442235721355,v96,distmult,with_windows_original,with_windows,0.0
97.0,0.1460846722079271,0.1460846722079271,v97,distmult,with_windows_original,with_windows,0.0
98.0,0.08512948844173951,0.08512948844173951,v98,distmult,with_windows_original,with_windows,0.0
99.0,0.15861067857333036,0.15861067857333036,v99,distmult,with_windows_original,with_windows,0.0
100.0,0.04709569096335722,0.04709569096335722,v100,distmult,with_windows_original,with_windows,0.0
1.0,-0.04403538417951449,0.04403538417951449,v1,distmult,without_windows_original,without_windows,0.0
2.0,0.06362921691042706,-0.06362921691042706,v2,distmult,without_windows_original,without_windows,0.0
3.0,-0.13338911489878622,0.13338911489878622,v3,distmult,without_windows_original,without_windows,0.0
4.0,-0.00438492666538863,0.00438492666538863,v4,distmult,without_windows_original,without_windows,0.0
5.0,0.022044975054772244,-0.022044975054772244,v5,distmult,without_windows_original,without_windows,0.0
6.0,0.032161686339094386,-0.032161686339094386,v6,distmult,without_windows_original,without_windows,0.0
7.0,-0.06500627666089878,0.06500627666089878,v7,distmult,without_windows_original,without_windows,0.0
8.0,0.03076571249894256,-0.03076571249894256,v8,distmult,without_windows_original,without_windows,0.0
9.0,0.09357064230097084,-0.09357064230097084,v9,distmult,without_windows_original,without_windows,0.0
10.0,0.2098138610666212,-0.2098138610666212,v10,distmult,without_windows_original,without_windows,0.0
